reference_evaluation_panel,label,officialname,data_source_id,oaire_result_type,openairecompatibility,works,works_prop,projects_with_repo_works,projects,projects_prop
SH04,SH04: The Human Mind and Its Complexity,Lancaster EPrints,opendoar____::757b505cfd34c64c85ca5b5690ee5293,publication,OpenAIRE Basic (DRIVER OA),5,0.002955082742316785,4,335,0.011940298507462687
SH04,SH04: The Human Mind and Its Complexity,Leiden University Repository,opendoar____::854d6fae5ee42911677c739ee1734486,publication,collected from a compatible aggregator,69,0.040780141843971635,16,335,0.04776119402985075
SH04,SH04: The Human Mind and Its Complexity,Lille Open Archive,opendoar____::0b0b0994d12ad343511adfbfc364256e,publication,"OpenAIRE 3.0 (OA, funding)",1,5.91016548463357e-4,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,Lirias,opendoar____::fe709c654eac84d5239d1a12a4f71877,publication,"OpenAIRE 3.0 (OA, funding)",32,0.018912529550827423,11,335,0.03283582089552239
SH04,SH04: The Human Mind and Its Complexity,LJMU Research Online,opendoar____::1cfead9959b76ce44a847c850b61c587,publication,collected from a compatible aggregator,2,0.001182033096926714,2,335,0.005970149253731343
SH04,SH04: The Human Mind and Its Complexity,LSE Research Online,opendoar____::7eabe3a1649ffa2b3ff8c02ebfd5659f,publication,OpenAIRE Basic (DRIVER OA),2,0.001182033096926714,2,335,0.005970149253731343
SH04,SH04: The Human Mind and Its Complexity,Maynooth University ePrints &amp; eTheses Archive,opendoar____::115f89503138416a242f40fb7d7f338e,publication,OpenAIRE Basic (DRIVER OA),12,0.0070921985815602835,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,MPG.PuRe,opendoar____::958adb57686c2fdec5796398de5f317a,publication,"OpenAIRE 3.0 (OA, funding)",184,0.10874704491725769,50,335,0.14925373134328357
SH04,SH04: The Human Mind and Its Complexity,Munin - Open Research Archive,opendoar____::f47d0ad31c4c49061b9e505593e3db98,publication,"OpenAIRE 3.0 (OA, funding)",3,0.0017730496453900709,3,335,0.008955223880597015
SH04,SH04: The Human Mind and Its Complexity,NARCIS,openaire____::fdb035c8b3e0540a8d9a561a6c44f4de,publication,"OpenAIRE 3.0 (OA, funding)",34,0.02009456264775414,16,335,0.04776119402985075
SH04,SH04: The Human Mind and Its Complexity,Northumbria Research Link,opendoar____::e94f63f579e05cb49c05c2d050ead9c0,publication,collected from a compatible aggregator,13,0.0076832151300236405,4,335,0.011940298507462687
SH04,SH04: The Human Mind and Its Complexity,Norwegian Institute of Public Health Open Repository,opendoar____::084a8a9aa8cced9175bd07bc44998e75,publication,"OpenAIRE 3.0 (OA, funding)",1,5.91016548463357e-4,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,Norwegian Open Research Archives,driver______::4dc196be332447baf11e431bd838e81c,publication,OpenAIRE Basic (DRIVER OA),60,0.03546099290780142,15,335,0.04477611940298507
SH04,SH04: The Human Mind and Its Complexity,Nottingham ePrints,opendoar____::9cfdf10e8fc047a44b08ed031e1f0ed1,publication,collected from a compatible aggregator,1,5.91016548463357e-4,2,335,0.005970149253731343
SH04,SH04: The Human Mind and Its Complexity,Nottingham Research Repository,opendoar____::56c51a39a7c77d8084838cc920585bd0,publication,collected from a compatible aggregator,1,5.91016548463357e-4,2,335,0.005970149253731343
SH04,SH04: The Human Mind and Its Complexity,OAPEN Library,opendoar____::761c7920f470038d4c8a619c79eddd62,publication,"OpenAIRE 3.0 (OA, funding)",1,5.91016548463357e-4,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,OAR@UM,opendoar____::db98dc0dbafde48e8f74c0de001d35e4,publication,"OpenAIRE 3.0 (OA, funding)",1,5.91016548463357e-4,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,Online Research @ Cardiff,opendoar____::b53b3a3d6ab90ce0268229151c9bde11,publication,collected from a compatible aggregator,26,0.015366430260047281,11,335,0.03283582089552239
SH04,SH04: The Human Mind and Its Complexity,Online Research Database In Technology,opendoar____::147702db07145348245dc5a2f2fe5683,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",5,0.002955082742316785,5,335,0.014925373134328358
SH04,SH04: The Human Mind and Its Complexity,Online-Publikations-Server der Universität Würzburg,opendoar____::07c5807d0d927dcd0980f86024e5208b,publication,"OpenAIRE 3.0 (OA, funding)",1,5.91016548463357e-4,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,Open Access LMU,opendoar____::758874998f5bd0c393da094e1967a72b,publication,"OpenAIRE 3.0 (OA, funding)",10,0.00591016548463357,5,335,0.014925373134328358
SH04,SH04: The Human Mind and Its Complexity,Open Access Repository of IISc Research Publications,opendoar____::4c5bde74a8f110656874902f07378009,publication,OpenAIRE Basic (DRIVER OA),2,0.001182033096926714,2,335,0.005970149253731343
SH04,SH04: The Human Mind and Its Complexity,Open Repository and Bibliography - Luxembourg,opendoar____::18ad9899f3f21a5a1583584d5f11c0c0,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",1,5.91016548463357e-4,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,Open Repository and Bibliography - University of Liège,opendoar____::76cf99d3614e23eabab16fb27e944bf9,publication,OpenAIRE PubRepos v4.0,4,0.002364066193853428,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,Open Science Framework,re3data_____::e9ccec69196dfd1b2247ef8f8d2c5919,publication,collected from a compatible aggregator,45,0.026595744680851064,26,335,0.07761194029850746
SH04,SH04: The Human Mind and Its Complexity,Opin visindi,opendoar____::87ae6fb631f7c8a627e8e28785d9992d,publication,"OpenAIRE 3.0 (OA, funding)",1,5.91016548463357e-4,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,OPUS FAU - Online-Publikationssystem der Friedrich-Alexander-Universität Erlangen-Nürnberg,opendoar____::0b1ec366924b26fc98fa7b71a9c249cf,publication,"OpenAIRE 3.0 (OA, funding)",2,0.001182033096926714,2,335,0.005970149253731343
SH04,SH04: The Human Mind and Its Complexity,Oxford University Research Archive,opendoar____::2290a7385ed77cc5592dc2153229f082,publication,OpenAIRE Basic (DRIVER OA),77,0.04550827423167849,20,335,0.05970149253731343
SH04,SH04: The Human Mind and Its Complexity,ProdInra,opendoar____::b710915795b9e9c02cf10d6d2bdb688c,publication,OpenAIRE Basic (DRIVER OA),1,5.91016548463357e-4,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,PsyArXiv,share_______::598e3a1a3ada06e983f0e3040b6693d6,publication,OpenAIRE Basic (DRIVER OA),64,0.037825059101654845,36,335,0.10746268656716418
SH04,SH04: The Human Mind and Its Complexity,Publications at Bielefeld University,opendoar____::229754d7799160502a143a72f6789927,publication,OpenAIRE PubRepos v4.0,14,0.008274231678486997,4,335,0.011940298507462687
SH04,SH04: The Human Mind and Its Complexity,PubliCatt,opendoar____::e02e27e04fdff967ba7d76fb24b8069d,publication,"OpenAIRE 3.0 (OA, funding)",2,0.001182033096926714,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,Publikationenserver der Georg-August-Universität Göttingen,opendoar____::ae614c557843b1df326cb29c57225459,publication,"OpenAIRE 3.0 (OA, funding)",2,0.001182033096926714,2,335,0.005970149253731343
SH04,SH04: The Human Mind and Its Complexity,Publikationer från Linköpings universitet,opendoar____::b1a59b315fc9a3002ce38bbe070ec3f5,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",3,0.0017730496453900709,4,335,0.011940298507462687
SH04,SH04: The Human Mind and Its Complexity,Publikationer från Umeå universitet,opendoar____::d6baf65e0b240ce177cf70da146c8dc8,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",3,0.0017730496453900709,3,335,0.008955223880597015
SH04,SH04: The Human Mind and Its Complexity,Publikationer från Uppsala Universitet,opendoar____::52720e003547c70561bf5e03b95aa99f,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",3,0.0017730496453900709,4,335,0.011940298507462687
SH04,SH04: The Human Mind and Its Complexity,Publikationsserver der RWTH Aachen University,opendoar____::df7f28ac89ca37bf1abd2f6c184fe1cf,publication,"OpenAIRE 3.0 (OA, funding)",2,0.001182033096926714,2,335,0.005970149253731343
SH04,SH04: The Human Mind and Its Complexity,Publikationsserver der Universität Potsdam,opendoar____::f7664060cc52bc6f3d620bcedc94a4b6,publication,"OpenAIRE 3.0 (OA, funding)",1,5.91016548463357e-4,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,Publikationsserver des Robert Koch-Instituts,opendoar____::020c8bfac8de160d4c5543b96d1fdede,publication,OpenAIRE Basic (DRIVER OA),3,0.0017730496453900709,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,PURE Aarhus University,openaire____::d76e4d42b3bd658259e8bf9c37ef448f,publication,"OpenAIRE 3.0 (OA, funding)",22,0.013002364066193853,16,335,0.04776119402985075
SH04,SH04: The Human Mind and Its Complexity,Queen's University Research Portal,opendoar____::53c6de78244e9f528eb3e1cda69699bb,publication,OpenAIRE Basic (DRIVER OA),5,0.002955082742316785,2,335,0.005970149253731343
SH04,SH04: The Human Mind and Its Complexity,Radboud Repository,opendoar____::7bccfde7714a1ebadf06c5f4cea752c1,publication,collected from a compatible aggregator,143,0.08451536643026004,43,335,0.12835820895522387
SH04,SH04: The Human Mind and Its Complexity,RaY - Research at York St John,opendoar____::7f53f8c6c730af6aeb52e66eb74d8507,publication,collected from a compatible aggregator,2,0.001182033096926714,2,335,0.005970149253731343
SH04,SH04: The Human Mind and Its Complexity,Refubium - Repositorium der Freien Universität Berlin,opendoar____::fd1d83de2517a02d4e221ede9a681432,publication,OpenAIRE PubRepos v4.0,2,0.001182033096926714,2,335,0.005970149253731343
SH04,SH04: The Human Mind and Its Complexity,Repositorio Institucional Universidad de Granada,opendoar____::7437d136770f5b35194cb46c1653efaa,publication,"OpenAIRE 3.0 (OA, funding)",1,5.91016548463357e-4,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,Repository TU/e,opendoar____::99c5e07b4d5de9d18c350cdf64c5aa3d,publication,collected from a compatible aggregator,5,0.002955082742316785,5,335,0.014925373134328358
SH04,SH04: The Human Mind and Its Complexity,RERO DOC Digital Library,opendoar____::846c260d715e5b854ffad5f70a516c88,publication,OpenAIRE Basic (DRIVER OA),1,5.91016548463357e-4,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,Research Repository of Catalonia,opendoar____::7a614fd06c325499f1680b9896beedeb,publication,"OpenAIRE 3.0 (OA, funding)",7,0.004137115839243499,2,335,0.005970149253731343
SH04,SH04: The Human Mind and Its Complexity,ResearchGate Data,re3data_____::9ff95da0ece8dc87bcc2b5cf5b1f350b,publication,not available,2,0.001182033096926714,2,335,0.005970149253731343
SH04,SH04: The Human Mind and Its Complexity,SAS-SPACE,opendoar____::621461af90cadfdaf0e8d4cc25129f91,publication,collected from a compatible aggregator,6,0.0035460992907801418,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,Scientific Electronic Library Online - Brazil,opendoar____::996a7fa078cc36c46d02f9af3bef918b,publication,OpenAIRE Basic (DRIVER OA),1,5.91016548463357e-4,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,Serveur académique lausannois,opendoar____::9fdb62f932adf55af2c0e09e55861964,publication,"OpenAIRE 3.0 (OA, funding)",5,0.002955082742316785,5,335,0.014925373134328358
SH04,SH04: The Human Mind and Its Complexity,SISSA Digital Library,opendoar____::48aedb8880cab8c45637abc7493ecddd,publication,"OpenAIRE 3.0 (OA, funding)",5,0.002955082742316785,2,335,0.005970149253731343
SH04,SH04: The Human Mind and Its Complexity,SOAS Research Online,opendoar____::0e01938fc48a2cfb5f2217fbfb00722d,publication,collected from a compatible aggregator,2,0.001182033096926714,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,Spiral - Imperial College Digital Repository,opendoar____::995e1fda4a2b5f55ef0df50868bf2a8f,publication,OpenAIRE Basic (DRIVER OA),2,0.001182033096926714,2,335,0.005970149253731343
SH04,SH04: The Human Mind and Its Complexity,SpringerOpen,openaire____::8fc45174756b8d6bb1cfbd82c5e63a4e,publication,collected from a compatible aggregator,5,0.002955082742316785,5,335,0.014925373134328358
SH04,SH04: The Human Mind and Its Complexity,St Andrews Research Repository,opendoar____::892c91e0a653ba19df81a90f89d99bcd,publication,OpenAIRE Basic (DRIVER OA),1,5.91016548463357e-4,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,St George's Online Research Archive,opendoar____::1d94108e907bb8311d8802b48fd54b4a,publication,collected from a compatible aggregator,3,0.0017730496453900709,2,335,0.005970149253731343
SH04,SH04: The Human Mind and Its Complexity,Strathprints,opendoar____::2ac2406e835bd49c70469acae337d292,publication,not available,16,0.009456264775413711,2,335,0.005970149253731343
SH04,SH04: The Human Mind and Its Complexity,Sussex Research Online,opendoar____::ea159dc9788ffac311592613b7f71fbb,publication,collected from a compatible aggregator,12,0.0070921985815602835,6,335,0.01791044776119403
SH04,SH04: The Human Mind and Its Complexity,TECNALIA Publications,opendoar____::75df63609809c7a2052fdffe5c00a84e,publication,"OpenAIRE 3.0 (OA, funding)",1,5.91016548463357e-4,2,335,0.005970149253731343
SH04,SH04: The Human Mind and Its Complexity,The University of Manchester - Institutional Repository,opendoar____::b994697479c5716eda77e8e9713e5f0f,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",20,0.01182033096926714,4,335,0.011940298507462687
SH04,SH04: The Human Mind and Its Complexity,Tilburg University Repository,opendoar____::01f78be6f7cad02658508fe4616098a9,publication,collected from a compatible aggregator,45,0.026595744680851064,12,335,0.03582089552238806
SH04,SH04: The Human Mind and Its Complexity,TU Delft Repository,opendoar____::c9892a989183de32e976c6f04e700201,publication,collected from a compatible aggregator,1,5.91016548463357e-4,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,UCrea,opendoar____::5e6bd7a6970cd4325e587f02667f7f73,publication,"OpenAIRE 3.0 (OA, funding)",1,5.91016548463357e-4,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,UM Publications,opendoar____::fe9fc289c3ff0af142b6d3bead98a923,publication,collected from a compatible aggregator,29,0.017139479905437353,14,335,0.041791044776119404
SH04,SH04: The Human Mind and Its Complexity,UNC Dataverse,re3data_____::0394b97eb11f19785cbca1ec830429da,publication,not available,1,5.91016548463357e-4,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,Universiteit Twente Repository,opendoar____::8dd48d6a2e2cad213179a3992c0be53c,publication,collected from a compatible aggregator,10,0.00591016548463357,4,335,0.011940298507462687
SH04,SH04: The Human Mind and Its Complexity,Universiteit van Amsterdam Digital Academic Repository,opendoar____::bc6dc48b743dc5d013b1abaebd2faed2,publication,collected from a compatible aggregator,137,0.08096926713947991,33,335,0.09850746268656717
SH04,SH04: The Human Mind and Its Complexity,University of Bath's research portal,opendoar____::8d9a0adb7c204239c9635426f35c9522,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",2,0.001182033096926714,2,335,0.005970149253731343
SH04,SH04: The Human Mind and Its Complexity,University of East Anglia digital repository,opendoar____::6a5889bb0190d0211a991f47bb19a777,publication,OpenAIRE Basic (DRIVER OA),3,0.0017730496453900709,3,335,0.008955223880597015
SH04,SH04: The Human Mind and Its Complexity,University of Lincoln Institutional Repository,opendoar____::e4da3b7fbbce2345d7772b0674a318d5,publication,OpenAIRE Basic (DRIVER OA),1,5.91016548463357e-4,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,University of Liverpool Repository,opendoar____::459a4ddcb586f24efd9395aa7662bc7c,publication,collected from a compatible aggregator,3,0.0017730496453900709,2,335,0.005970149253731343
SH04,SH04: The Human Mind and Its Complexity,University of Regensburg Publication Server,opendoar____::addfa9b7e234254d26e9c7f2af1005cb,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",1,5.91016548463357e-4,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,University of Southern Denmark Research Output,opendoar____::1aa057313c28fa4a40c5bc084b11d276,publication,OpenAIRE Basic (DRIVER OA),4,0.002364066193853428,4,335,0.011940298507462687
SH04,SH04: The Human Mind and Its Complexity,UPF Digital Repository,opendoar____::a14ac55a4f27472c5d894ec1c3c743d2,publication,"OpenAIRE 3.0 (OA, funding)",6,0.0035460992907801418,6,335,0.01791044776119403
SH04,SH04: The Human Mind and Its Complexity,Utrecht University Repository,opendoar____::38b3eff8baf56627478ec76a704e9b52,publication,collected from a compatible aggregator,15,0.008865248226950355,10,335,0.029850746268656716
SH04,SH04: The Human Mind and Its Complexity,Vilnius University Institutional Repository,opendoar____::5b5e6cc50cefa5e9f1f5ca272b136475,publication,"OpenAIRE 3.0 (OA, funding)",1,5.91016548463357e-4,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,VTT Research Information System,openaire____::4692342f0992d91f9e705c26959f09e0,publication,"OpenAIRE 3.0 (OA, funding)",1,5.91016548463357e-4,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,Wageningen Staff Publications,opendoar____::d709f38ef758b5066ef31b18039b8ce5,publication,collected from a compatible aggregator,1,5.91016548463357e-4,1,335,0.0029850746268656717
SH04,SH04: The Human Mind and Its Complexity,Warwick Research Archives Portal Repository,opendoar____::0e9fa1f3e9e66792401a6972d477dcc3,publication,collected from a compatible aggregator,18,0.010638297872340425,3,335,0.008955223880597015
SH04,SH04: The Human Mind and Its Complexity,White Rose Research Online,opendoar____::ffd52f3c7e12435a724a8f30fddadd9c,publication,collected from a compatible aggregator,77,0.04550827423167849,22,335,0.06567164179104477
SH04,SH04: The Human Mind and Its Complexity,Zenodo,opendoar____::358aee4cc897452c00244351e4d91f69,publication,"OpenAIRE 3.0 (OA, funding)",130,0.0768321513002364,19,335,0.056716417910447764
SH04,SH04: The Human Mind and Its Complexity,Zurich Open Repository and Archive,opendoar____::0efe32849d230d7f53049ddc4a4b0c60,publication,"OpenAIRE 3.0 (OA, funding)",16,0.009456264775413711,7,335,0.020895522388059702
SH05,SH05: Cultures and Cultural Production,Aaltodoc Publication Archive,opendoar____::3a066bda8c96b9478bb0512f0a43028c,publication,"OpenAIRE 3.0 (OA, funding)",1,0.0024271844660194173,1,288,0.003472222222222222
SH05,SH05: Cultures and Cultural Production,Apollo,opendoar____::2723d092b63885e0d7c260cc007e8b9d,publication,OpenAIRE Basic (DRIVER OA),5,0.012135922330097087,5,288,0.017361111111111112
SH05,SH05: Cultures and Cultural Production,Archivio della ricerca- Università di Roma La Sapienza,opendoar____::dc727151e5d55dde1e950767cf861ca5,publication,"OpenAIRE 3.0 (OA, funding)",2,0.0048543689320388345,2,288,0.006944444444444444
SH05,SH05: Cultures and Cultural Production,Archivio Istituzionale,opendoar____::89fcd07f20b6785b92134bd6c1d0fa42,publication,"OpenAIRE 3.0 (OA, funding)",18,0.043689320388349516,3,288,0.010416666666666666
SH05,SH05: Cultures and Cultural Production,Archivio istituzionale della ricerca - Alma Mater Studiorum Università di Bologna,opendoar____::64c53a52cb3bd1a01c03a64db985c0cc,publication,"OpenAIRE 3.0 (OA, funding)",9,0.021844660194174758,4,288,0.013888888888888888
SH05,SH05: Cultures and Cultural Production,Archivio istituzionale della ricerca - Università degli Studi di Venezia Ca' Foscari,opendoar____::310cc7ca5a76a446f85c1a0d641ba96d,publication,"OpenAIRE 3.0 (OA, funding)",10,0.024271844660194174,2,288,0.006944444444444444
SH05,SH05: Cultures and Cultural Production,Archivio istituzionale della ricerca - Università di Padova,opendoar____::a22d33b4a00c165507a61f3bed4b5149,publication,"OpenAIRE 3.0 (OA, funding)",3,0.007281553398058253,1,288,0.003472222222222222
SH05,SH05: Cultures and Cultural Production,ARCHIVO DIGITAL PARA LA DOCENCIA Y LA INVESTIGACION,opendoar____::02b1be0d48924c327124732726097157,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",1,0.0024271844660194173,1,288,0.003472222222222222
SH05,SH05: Cultures and Cultural Production,arXiv.org e-Print Archive,opendoar____::6f4922f45568161a8cdf4ad2299f6d23,publication,OpenAIRE Basic (DRIVER OA),4,0.009708737864077669,2,288,0.006944444444444444
SH05,SH05: Cultures and Cultural Production,BASE (Open Access Aggregator),openaire____::df45502607927471ecf8a6ae83683ff5,publication,"OpenAIRE 3.0 (OA, funding)",1,0.0024271844660194173,1,288,0.003472222222222222
SH05,SH05: Cultures and Cultural Production,Birkbeck Institutional Research Online,opendoar____::34173cb38f07f89ddbebc2ac9128303f,publication,collected from a compatible aggregator,1,0.0024271844660194173,1,288,0.003472222222222222
SH05,SH05: Cultures and Cultural Production,Brunel University Research Archive,opendoar____::acf4b89d3d503d8252c9c4ba75ddbf6d,publication,OpenAIRE Basic (DRIVER OA),2,0.0048543689320388345,1,288,0.003472222222222222
SH05,SH05: Cultures and Cultural Production,CONICET Digital,opendoar____::fd9dcf1d146272bb05c490d790b6da52,publication,"OpenAIRE 3.0 (OA, funding)",1,0.0024271844660194173,1,288,0.003472222222222222
SH05,SH05: Cultures and Cultural Production,Copenhagen University Research Information System,opendoar____::030e65da2b1c944090548d36b244b28d,publication,OpenAIRE Basic (DRIVER OA),3,0.007281553398058253,2,288,0.006944444444444444
SH05,SH05: Cultures and Cultural Production,De Montfort University Open Research Archive,opendoar____::a4300b002bcfb71f291dac175d52df94,publication,"OpenAIRE 3.0 (OA, funding)",1,0.0024271844660194173,1,288,0.003472222222222222
SH05,SH05: Cultures and Cultural Production,DIGITAL.CSIC,opendoar____::c9f95a0a5af052bffce5c89917335f67,publication,"OpenAIRE 3.0 (OA, funding)",2,0.0048543689320388345,2,288,0.006944444444444444
SH05,SH05: Cultures and Cultural Production,Diposit Digital de Documents de la UAB,opendoar____::186a157b2992e7daed3677ce8e9fe40f,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",3,0.007281553398058253,3,288,0.010416666666666666
SH05,SH05: Cultures and Cultural Production,Document Server@UHasselt,opendoar____::65b9eea6e1cc6bb9f0cd2a47751a186f,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",1,0.0024271844660194173,1,288,0.003472222222222222
SH05,SH05: Cultures and Cultural Production,Dokumentenrepositorium der RUB / RUB-Repository,opendoar____::0d441de75945e5acbc865406fc9a2559,publication,"OpenAIRE 3.0 (OA, funding)",2,0.0048543689320388345,1,288,0.003472222222222222
SH05,SH05: Cultures and Cultural Production,DSpace at VU,opendoar____::0c74b7f78409a4022a2c4c5a5ca3ee19,publication,collected from a compatible aggregator,2,0.0048543689320388345,2,288,0.006944444444444444
SH05,SH05: Cultures and Cultural Production,Durham Research Online,opendoar____::cd00692c3bfe59267d5ecfac5310286c,publication,OpenAIRE Basic (DRIVER OA),20,0.04854368932038835,2,288,0.006944444444444444
SH05,SH05: Cultures and Cultural Production,e-Prints Soton,opendoar____::01386bd6d8e091c2ab4c7c7de644d37b,publication,OpenAIRE Basic (DRIVER OA),5,0.012135922330097087,1,288,0.003472222222222222
SH05,SH05: Cultures and Cultural Production,Edinburgh Research Explorer,opendoar____::512fc3c5227f637e41437c999a2d3169,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",1,0.0024271844660194173,1,288,0.003472222222222222
SH05,SH05: Cultures and Cultural Production,Elektronisches Publikationsportal der Österreichischen Akademie der Wissenschaften,opendoar____::39461a19e9eddfb385ea76b26521ea48,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",2,0.0048543689320388345,2,288,0.006944444444444444
SH05,SH05: Cultures and Cultural Production,ePLUS,opendoar____::29e1c59be16c852670e3be302e8c303b,publication,OpenAIRE Basic (DRIVER OA),1,0.0024271844660194173,1,288,0.003472222222222222
SH05,SH05: Cultures and Cultural Production,Erasmus University Institutional Repository,opendoar____::9c3b1830513cc3b8fc4b76635d32e692,publication,collected from a compatible aggregator,2,0.0048543689320388345,1,288,0.003472222222222222
SH05,SH05: Cultures and Cultural Production,Europe PubMed Central,opendoar____::8b6dd7db9af49e67306feb59a8bdc52c,publication,collected from a compatible aggregator,45,0.10922330097087378,22,288,0.0763888888888889
SH05,SH05: Cultures and Cultural Production,Explore Bristol Research,opendoar____::f12f2b34a0c3174269c19e21c07dee68,publication,OpenAIRE Basic (DRIVER OA),6,0.014563106796116505,2,288,0.006944444444444444
SH05,SH05: Cultures and Cultural Production,Flore (Florence Research Repository),opendoar____::06eb61b839a0cefee4967c67ccb099dc,publication,"OpenAIRE 3.0 (OA, funding)",1,0.0024271844660194173,1,288,0.003472222222222222
SH05,SH05: Cultures and Cultural Production,Gazi University Dspace,opendoar____::8ef897e468650c19f3f31529712fc500,publication,OpenAIRE 2.0 (EC funding),1,0.0024271844660194173,1,288,0.003472222222222222
SH05,SH05: Cultures and Cultural Production,Ghent University Academic Bibliography,opendoar____::fe73f687e5bc5280214e0486b273a5f9,publication,"OpenAIRE 2.0+ (DRIVER OA, EC funding)",10,0.024271844660194174,4,288,0.013888888888888888
SH05,SH05: Cultures and Cultural Production,Goldsmiths Research Online,opendoar____::bf62768ca46b6c3b5bea9515d1a1fc45,publication,collected from a compatible aggregator,1,0.0024271844660194173,1,288,0.003472222222222222
SH05,SH05: Cultures and Cultural Production,HAL,opendoar____::7e7757b1e12abcb736ab9a754ffb617a,publication,"OpenAIRE 3.0 (OA, funding)",10,0.024271844660194174,10,288,0.034722222222222224
SH05,SH05: Cultures and Cultural Production,HELDA - Digital Repository of the University of Helsinki,opendoar____::06a81a4fb98d149f2d31c68828fa6eb2,publication,"OpenAIRE 3.0 (OA, funding)",10,0.024271844660194174,6,288,0.020833333333333332
SH05,SH05: Cultures and Cultural Production,Humanities Commons,re3data_____::31e7e17f430cb2804771e928f5bf6ea0,publication,collected from a compatible aggregator,1,0.0024271844660194173,1,288,0.003472222222222222
SH05,SH05: Cultures and Cultural Production,Institutional Repository Universiteit Antwerpen,opendoar____::a03fa30821986dff10fc66647c84c9c3,publication,"OpenAIRE 3.0 (OA, funding)",3,0.007281553398058253,2,288,0.006944444444444444
SH05,SH05: Cultures and Cultural Production,IRIS - Università degli Studi di Verona,opendoar____::c3395dd46c34fa7fd8d729d8cf88b7a8,publication,"OpenAIRE 3.0 (OA, funding)",1,0.0024271844660194173,1,288,0.003472222222222222
SH05,SH05: Cultures and Cultural Production,Jagiellonian University Repository,opendoar____::0d8080853a54f8985276b0130266a657,publication,"OpenAIRE 3.0 (OA, funding)",7,0.01699029126213592,2,288,0.006944444444444444
SH05,SH05: Cultures and Cultural Production,Jyväskylä University Digital Archive,opendoar____::3a029f04d76d32e79367c4b3255dda4d,publication,"OpenAIRE 3.0 (OA, funding)",32,0.07766990291262135,2,288,0.006944444444444444
SH05,SH05: Cultures and Cultural Production,Kent Academic Repository,opendoar____::4c22bd444899d3b6047a10b20a2f26db,publication,collected from a compatible aggregator,3,0.007281553398058253,3,288,0.010416666666666666
SH05,SH05: Cultures and Cultural Production,King's Research Portal,opendoar____::566a9968b43628588e76be5a85a0f9e8,publication,OpenAIRE Basic (DRIVER OA),1,0.0024271844660194173,1,288,0.003472222222222222
SH05,SH05: Cultures and Cultural Production,KNAW Repository,opendoar____::97275a23ca44226c9964043c8462be96,publication,collected from a compatible aggregator,7,0.01699029126213592,3,288,0.010416666666666666
SH05,SH05: Cultures and Cultural Production,LAReferencia - Red Federada de Repositorios Institucionales de Publicaciones Científicas Latinoamericanas,opendoar____::dc6e224a8d74ce03bf301152d6e33e97,publication,"OpenAIRE 3.0 (OA, funding)",5,0.012135922330097087,2,288,0.006944444444444444
