Repository name,Organisation name,URL,content_type,Short name,Coverage,ERC panels,Content type,Access to repository,Access to data upload,Certification,Date of last certification,Source (URL),Community Endorsement,Source of Community Endorsement,Community URL,Policy,Policy URL,"Metadata contains ""access rights""","Metadata contains ""License""",PID Assignment,Machine-actionable,Standardized,Linked resources,CC0 or PD or equivalent Metadata,Author(s),Description,Title,Date of publication,Venue of publication/deposit,Embargo,Funder and Funding Stream,Grant information,Record PID,Author(s) PID,Organisation PID,Grant PID,Curator,Reason for inclusion,comments
All Ireland Public Health Repository,Institute of Public Health in Ireland,http://repository.thehealthwell.info/,,NA,NA,NA,All,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,http://repository.thehealthwell.info/content/policies,TRUE,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3157,NA
OpenUCT,University of Cape Town,http://open.uct.ac.za,,NA,Institutional,SH03,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3158,NA
Belarusian State Pedagogical University Repository,Belarusian State Pedagogical University named Maxim Tank,http://elib.bspu.by/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3159,NA
"University of Gloucestershire, Research Repository",University of Gloucestershire,https://eprints.glos.ac.uk/,,NA,Institutional,LS08,All,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,https://eprints.glos.ac.uk/policies.html,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3160,NA
Research Online at MacEwan,MacEwan University,http://roam.macewan.ca/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,http://roam.macewan.ca/about/terms_of_use#access|http://roam.macewan.ca/about/terms_of_use#content|http://roam.macewan.ca/about|http://roam.macewan.ca/about/terms_of_use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3161,NA
Repositório Científico do Hospital de Braga,Hospital de Braga,http://repositorio.hospitaldebraga.pt/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3162,NA
Repositório Digital IPBeja,Instituto Politécnico de Beja,https://repositorio.ipbeja.pt/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3163,NA
Biblioteca Universitaria de Deusto - Repositorio Loyola,Universidad de Deusto,http://loyola.biblioteca.deusto.es/,,NA,Institutional,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3164,NA
FEDERAL UNIVERSITY NDUFU-ALIKE IKWO REPOSITORY ARCHIVE,FEDERAL UNIVERSITY NDUFU-ALIKE IKWO,http://dspace.funai.edu.ng/xmlui/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3165,NA
SOE Repository of Dissertations,University of Sopron,http://doktori.nyme.hu/,,NA,Institutional,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3167,NA
GuildHE Research Repositories,Guild HE Research,https://repository.guildhe.ac.uk,,NA,NA,NA,All,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,http://collections.crest.ac.uk/policies.html,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3168,NA
Linney,Memorial University of Newfoundland,https://linney.mun.ca/pages/home.php,,NA,Institutional,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3170,NA
Repositorio Institucional Nínive,Universidad Autónoma de San Luis Potosí,http://ninive.uaslp.mx/jspui/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3171,NA
Bushehr University of Medical Sciences Repository,Bushehr University of Medical Sciences,http://eprints.bpums.ac.ir/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3172,NA
Electronic archive USPU,Уральский государственный педагогический университет,http://elar.uspu.ru/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3173,NA
Institute for Christian Studies,Institute for Christian Studies,http://ir.icscanada.edu/icsir/,,NA,Institutional,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3174,NA
Illinois Institute of Technology’s institutional repository,Illinois Institute of Technology,http://repository.iit.edu/,,NA,Institutional,NA,All,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3175,NA
Institutional Repository of IAIN Tulungagung,IAIN Tulungagung,http://repo.iain-tulungagung.ac.id/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,http://repo.iain-tulungagung.ac.id/policies.html,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3177,NA
K-Developedia(KDI School) Repository,KDI School,https://www.kdevelopedia.org/Resources.do#.VQBvr-Q0Uyo,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3178,NA
Geisteswissenschaftliches Asset Management System,University of Graz,https://gams.uni-graz.at,,NA,NA,NA,Data,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3179,NA
Portale Vico,ISPF-CNR,http://www.giambattistavico.it/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3180,NA
NIOZ Repository,Royal Netherlands Institute for Sea Research,http://www.nioz.nl/repository,,NA,Institutional,LS08|PE02|PE09|PE10,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3181,NA
Repositorio Institucional Universidad de Medellín,Universidad de Medellín,http://repository.udem.edu.co/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3182,NA
UTC Scholar,University of Tennessee at Chattanooga,http://scholar.utc.edu/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3183,NA
UTC Digital Collections,University of Tennessee at Chattanooga,http://digital-collections.library.utc.edu/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3184,NA
Espace INRS,Institut national de la recherche scientifique,http://espace.inrs.ca/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3185,NA
Midlands State University Institutional Repository,Midlands State University,http://ir.msu.ac.zw:8080/xmlui/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3186,NA
CUT IR,Chinhoyi University of Technology,http://ir.cut.ac.zw:8080/xmlui,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3187,NA
INBA Digital,Instituto Nacional de Bellas Artes,http://inbadigital.bellasartes.gob.mx:8080/jspui/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,http://http://www.inbadigital.bellasartes.gob.mx/politicas.html|http://www.inbadigital.bellasartes.gob.mx/politicas.html,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3188,NA
Udinus Repo,Universitas Dian Nuswantoro,http://eprints.dinus.ac.id/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3189,NA
Kharkov National University of Internal Affairs Institutional Repository (KhNUIAIR),Kharkov National University of Internal Affairs,http://dspace.univd.edu.ua/xmlui/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3190,NA
Repositorio de la Universidad del Pacífico,Universidad del Pacífico,http://repositorio.up.edu.pe/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3191,NA
Afyon Kocatepe University Institutional Repository,Afyon Kocatepe Üniversitesi,http://acikerisim.aku.edu.tr/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3192,NA
SUNDigital Collections,Stellenbosch University,http://digital.lib.sun.ac.za/,,NA,Institutional,NA,All,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3193,NA
GAUN@DSpace,Gaziantep Üniversitesi,http://acikerisim.gantep.edu.tr:8080/xmlui/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3194,NA
DSpace@IZU,Istanbul Sabahattin Zaim University,http://openaccess.izu.edu.tr/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3195,NA
E-theses of the University of Tuzla (PHAIDRA),University of Tuzla,http://eteze.untz.ba/,,NA,Institutional,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3196,NA
Kyoto Women’s University Academic Information Repository,Kyoto Women's University,http://repo.kyoto-wu.ac.jp/dspace/index.jsp?locale=en,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3197,NA
Iida Women's Junior College Repository,Iida Women's Junior College,https://iidawjc.repo.nii.ac.jp/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3198,NA
Sojo University Repository,Sojo University Library,https://sojo-u.repo.nii.ac.jp/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3199,NA
Institutional Repository of Vidyasagar University,Vidyasagar University,http://inet.vidyasagar.ac.in:8080/jspui,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3200,NA
HAL - Lille 3,Université de Lille 3 Sciences humaines et sociales,http://hal.univ-lille3.fr/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3201,NA
NCU Repository,Nagoya City University,https://ncu.repo.nii.ac.jp/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3202,NA
University of Florida Law Repository,University of Florida Levin College of Law,http://scholarship.law.ufl.edu/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3203,NA
C-RECS （Creative Repository of Electro-Communications）,The University of Electro-Communications,https://uec.repo.nii.ac.jp/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3204,NA
Repository of University of Kitakyushu Stacked by Original Resources : RUKSOR (Japanese),The University of Kitakyushu,https://kitakyu.repo.nii.ac.jp/,,NA,Institutional,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3205,NA
Seisen University Institutional Repository,Seisen University,https://seisen.repo.nii.ac.jp/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3206,NA
Matsumoto Dental University Repository,Matsumoto Dental University,https://mdu.repo.nii.ac.jp/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3207,NA
Thesis and Dissertation Repository of Universidade Federal de Goiás,Universidade Federal de Goiás,http://repositorio.bc.ufg.br/tede/,,NA,Institutional,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3208,NA
Institutional Repository at National Graduate Institute for Policy Studies,National Graduate Institute for Policy Studies,https://grips.repo.nii.ac.jp/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3209,NA
CUT Institutional Repository,Central University of Technology,http://ir.cut.ac.za/,,NA,Institutional,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3210,NA
"Repository of National Institute of Technology, Nagano College","National Institute of Technology, Nagano College",https://nagano-nct.repo.nii.ac.jp/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3211,NA
ICPBS Digital Cllections,International College for Postgraduate Buddhist Studies,https://icabs.repo.nii.ac.jp/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3212,NA
Akita Prefectural University Repository,Akita Prefectural University,https://akita-pu.repo.nii.ac.jp/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3213,NA
HAL-MINES ParisTech,MINES ParisTech - École nationale supérieure des mines de Paris,https://hal-mines-paristech.archives-ouvertes.fr/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3214,NA
Hiroshima Shudo University Academic Repository,Hiroshima Shudo University,http://shudo-u.repo.nii.ac.jp,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3215,NA
TUIS Academic Repository,Tokyo University of Information Sciences,https://tuis.repo.nii.ac.jp/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3216,NA
Digital Repository of the University of Tuzla (PHAIDRA),University of Tuzla,https://phaidra.untz.ba/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3217,NA
Bouira University Digital Space,Bouira University,http://dspace.univ-bouira.dz:8080/jspui/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3218,NA
Cognitio,Université du Québec à Trois‐Rivières,http://depot-e.uqtr.ca,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3219,NA
Ludovika Digital Knowledge Repository and Archive (LUDITA),National University of Public Service,https://ludita.uni-nke.hu/ludita,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,http://ludita.uni-nke.hu/opendoar-policy,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3220,NA
Saitama Institute of Technology Academic Collections,Saitama Institute of Technology,https://sit.repo.nii.ac.jp,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3221,NA
Rikkyo University Repository (Japanese),Rikkyo University,https://rikkyo.repo.nii.ac.jp/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3222,NA
Nagoya Sangyo University & Nagoya Management Junior College Repository,Nagoya Sangyo University,http://Meisandai.repo.nii.ac.jp,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/3223,NA
